trial,chromosome,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
0,2,2225,83,0.07207527953307191,58.101898682883956,80
0,3,1550,73,0.10465955369543058,59.108903624561286,25
0,4,1515,67,0.04744129910219194,58.452940195135625,2
0,5,1450,58,0.04129071779816662,58.00306809824163,25
0,6,1655,66,0.07516638870109404,58.94880093727682,64
0,7,1355,69,0.05665836350417844,59.27933002204946,3
0,8,1200,51,0.06853654052941555,58.50592584101743,89
0,9,1080,44,0.12233250396107424,58.56732792017225,56
0,10,1155,50,0.07322123533802326,59.56274180324642,256
0,11,1320,71,0.09237639409318209,59.13323900981465,3
0,12,1400,54,0.06291484657104555,58.08146203137922,14
0,13,795,30,0.0688052148034269,58.27337569415468,138
0,14,930,36,0.1559417975623575,59.007183008123015,73
0,15,985,51,0.0591345363018068,59.67395049521202,6
0,16,1020,51,0.10522605431051346,61.01915551128789,17
0,17,1275,85,0.11680703762229291,60.743521072822695,34
0,18,635,30,0.09781663111388164,59.26787404909019,52
0,19,1205,58,0.19434259535680837,59.09985342516669,103
0,20,765,33,0.11955744427874505,58.42966198655041,3
0,22,590,19,0.07200504084639997,57.47566507129344,17
1,2,2225,83,0.0808203354952751,8.750872461376723,11
1,3,1550,73,0.117861885870507,8.902539997418716,77
1,4,1515,67,0.06919476792863871,8.803743702627022,4
1,5,1450,58,0.05001102245324558,8.735987339528837,80
1,6,1655,66,0.07878910252887981,8.878426530752215,118
1,7,1355,69,0.07076615078532156,8.92820834393198,4
1,8,1200,51,0.12511465327654714,8.811724003441734,27
1,9,1080,44,0.11889108406444363,8.820971924348413,149
1,10,1155,50,0.08197027390197033,8.97089370202746,37
1,11,1320,71,0.14013042409987347,8.906205210733223,113
1,12,1400,54,0.07189293295103133,8.747794446115437,40
1,13,795,30,0.13430951215452103,8.776699043462761,75
1,14,930,36,0.07646401488945753,8.887219600644725,3
1,15,985,51,0.06287772778827763,8.987643121616982,8
1,16,1020,51,0.1288186138476119,9.190247817796246,10
1,17,1275,85,0.16268047254077309,9.148733824765884,34
1,18,635,30,0.06787557612314235,8.926482931156148,13
1,19,1205,58,0.20678863197945455,8.901176924224078,158
1,20,765,33,0.19813165730629387,8.800237713337923,30
1,22,590,19,0.09770632877468051,8.656553848899602,20
2,2,2225,83,0.0766397316009931,14.532955223517225,180
2,3,1550,73,0.1158934964522457,14.784836109667483,23
2,4,1515,67,0.08646789756596289,14.620760797772101,53
2,5,1450,58,0.057688010938918836,14.508234853032258,93
2,6,1655,66,0.08519089844514517,14.74478982480906,50
2,7,1355,69,0.09432657701228794,14.827464651242675,11
2,8,1200,51,0.11579517329013582,14.634014031083671,19
2,9,1080,44,0.09003453367360484,14.64937245631962,24
2,10,1155,50,0.07235742121028915,14.898354085483591,74
2,11,1320,71,0.16314291602994013,14.790923089133756,73
2,12,1400,54,0.09053803737231166,14.527843429445605,54
2,13,795,30,0.08850816800234013,14.575846553803375,108
2,14,930,36,0.046602884739927464,14.75939285914525,1
2,15,985,51,0.06851957586940018,14.926170576466493,25
2,16,1020,51,0.1580716386890676,15.262645024087954,58
2,17,1275,85,0.1311769435511931,15.193700926853932,9
2,18,635,30,0.11333487215678152,14.824599183059481,50
2,19,1205,58,0.19671243365489438,14.782572394616045,10
2,20,765,33,0.11051842003286805,14.61493824858315,9
2,22,590,19,0.12105110265446993,14.37631619376057,32
3,2,2225,83,0.07295929163750559,8.4438755520801,58
3,3,1550,73,0.11543425709117959,8.590222308392866,24
3,4,1515,67,0.07387988020957813,8.49489197168534,4
3,5,1450,58,0.0577670820048346,8.42951262803843,17
3,6,1655,66,0.09220180192946682,8.566954787061729,37
3,7,1355,69,0.10365018533572051,8.61499016148892,12
3,8,1200,51,0.10845479182087378,8.502592308679736,39
3,9,1080,44,0.11277812685399632,8.51151579529163,50
3,10,1155,50,0.06971860976833494,8.656178037697266,21
3,11,1320,71,0.1649730006943989,8.593758939195808,55
3,12,1400,54,0.08803946890323511,8.44090551932869,35
3,13,795,30,0.07025385581095807,8.468796089550231,44
3,14,930,36,0.04299652203245546,8.575439379680441,1
3,15,985,51,0.0466161621334745,8.672339856442507,187
3,16,1020,51,0.12311326468575351,8.867836802416232,18
3,17,1275,85,0.14443129866280555,8.827779197604201,64
3,18,635,30,0.08515486842327766,8.613325279407801,13
3,19,1205,58,0.22142791713989474,8.588907054345377,77
3,20,765,33,0.12400062565399876,8.49150897903235,11
3,22,590,19,0.08768929054246226,8.352865812249382,38
4,2,2225,83,0.05843229020921867,17.832274147128874,256
4,3,1550,73,0.08531223562093035,18.14133785407437,24
4,4,1515,67,0.07946793817126988,17.94001362940742,43
4,5,1450,58,0.0535230168526571,17.801941677460682,50
4,6,1655,66,0.08343183874147775,18.092200130935044,110
4,7,1355,69,0.07995646825263666,18.193644066277585,5
4,8,1200,51,0.08066417113404743,17.956275654997736,51
