trial,chromosome,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
0,2,2225,83,0.07882915563670218,58.101898682883956,19
0,3,1550,73,0.12053446942876044,59.108903624561286,71
0,4,1515,67,0.07295356134553219,58.452940195135625,4
0,5,1450,58,0.05667394090511373,58.00306809824163,66
0,6,1655,66,0.05824030350999208,58.94880093727682,39
0,7,1355,69,0.06801553687227968,59.27933002204946,2
0,8,1200,51,0.0830859593440949,58.50592584101743,36
0,9,1080,44,0.06883422893223529,58.56732792017225,8
0,10,1155,50,0.051779011068727426,59.56274180324642,17
0,11,1320,71,0.14040905622961908,59.13323900981465,42
0,12,1400,54,0.04358277798907427,58.08146203137922,9
0,13,795,30,0.061987032910182635,58.27337569415468,34
0,14,930,36,0.12038485460494651,59.007183008123015,17
0,15,985,51,0.056594107237709815,59.67395049521202,2
0,16,1020,51,0.13150414209760303,61.01915551128789,33
0,17,1275,85,0.09327611922850308,60.743521072822695,8
0,18,635,30,0.05733786377426961,59.26787404909019,73
0,19,1205,58,0.14738055830034064,59.09985342516669,19
0,20,765,33,0.19560805256657948,58.42966198655041,141
0,22,590,19,0.08483787580718577,57.47566507129344,61
1,2,2225,83,0.08046182543808035,8.750872461376723,2
1,3,1550,73,0.14320907592132265,8.902539997418716,41
1,4,1515,67,0.09212899613054794,8.803743702627022,8
1,5,1450,58,0.06160088227977423,8.735987339528837,44
1,6,1655,66,0.0967874812998745,8.878426530752215,16
1,7,1355,69,0.09022665032883023,8.92820834393198,4
1,8,1200,51,0.12199060762114654,8.811724003441734,23
1,9,1080,44,0.11120336544847892,8.820971924348413,30
1,10,1155,50,0.08389741013744528,8.97089370202746,21
1,11,1320,71,0.1513896614214506,8.906205210733223,11
1,12,1400,54,0.09431421571085243,8.747794446115437,19
1,13,795,30,0.046371815032859864,8.776699043462761,16
1,14,930,36,0.11421189080322458,8.887219600644725,3
1,15,985,51,0.06263235580334828,8.987643121616982,99
1,16,1020,51,0.11304818324743746,9.190247817796246,38
1,17,1275,85,0.18975950727334162,9.148733824765884,26
1,18,635,30,0.07660269478711543,8.926482931156148,25
1,19,1205,58,0.21433489719276655,8.901176924224078,80
1,20,765,33,0.19429871482856656,8.800237713337923,22
1,22,590,19,0.07360883317769694,8.656553848899602,28
2,2,2225,83,0.0679976218128607,14.532955223517225,41
2,3,1550,73,0.1479999895889229,14.784836109667483,157
2,4,1515,67,0.06420788236118019,14.620760797772101,3
2,5,1450,58,0.06268884949318723,14.508234853032258,71
2,6,1655,66,0.07601528969522572,14.74478982480906,7
2,7,1355,69,0.09241100490275897,14.827464651242675,19
2,8,1200,51,0.11701027815567314,14.634014031083671,22
2,9,1080,44,0.11436320402536738,14.64937245631962,4
2,10,1155,50,0.06908461360995194,14.898354085483591,33
2,11,1320,71,0.1759862593763933,14.790923089133756,210
2,12,1400,54,0.0661619955768156,14.527843429445605,4
2,13,795,30,0.054553783811726486,14.575846553803375,26
2,14,930,36,0.13060745033973817,14.75939285914525,9
2,15,985,51,0.056209823473232924,14.926170576466493,63
2,16,1020,51,0.21553444454901688,15.262645024087954,49
2,17,1275,85,0.10089351774944277,15.193700926853932,11
2,18,635,30,0.05040575701149896,14.824599183059481,130
2,19,1205,58,0.2610532728723226,14.782572394616045,232
2,20,765,33,0.11837737382301515,14.61493824858315,7
2,22,590,19,0.049632270758969955,14.37631619376057,15
3,2,2225,83,0.06720850092932196,8.4438755520801,7
3,3,1550,73,0.1273135349739752,8.590222308392866,68
3,4,1515,67,0.057315911860104096,8.49489197168534,3
3,5,1450,58,0.07363052832772077,8.42951262803843,8
3,6,1655,66,0.10598622630296524,8.566954787061729,57
3,7,1355,69,0.1050763814287399,8.61499016148892,26
3,8,1200,51,0.10162571387608414,8.502592308679736,17
3,9,1080,44,0.11346717254367064,8.51151579529163,19
3,10,1155,50,0.08950458623856919,8.656178037697266,79
3,11,1320,71,0.1324714264236637,8.593758939195808,17
3,12,1400,54,0.06635598394733105,8.44090551932869,21
3,13,795,30,0.0440678510110057,8.468796089550231,7
3,14,930,36,0.21228649307233188,8.575439379680441,36
3,15,985,51,0.05863354209125621,8.672339856442507,91
3,16,1020,51,0.13785378877236382,8.867836802416232,73
3,17,1275,85,0.1491661473574622,8.827779197604201,9
3,18,635,30,0.05865934742729418,8.613325279407801,114
3,19,1205,58,0.26278601041936533,8.588907054345377,52
3,20,765,33,0.08635851753951641,8.49150897903235,1
3,22,590,19,0.05824797396432661,8.352865812249382,7
4,2,2225,83,0.07141512834968404,17.832274147128874,356
4,3,1550,73,0.16894671501154096,18.14133785407437,294
4,4,1515,67,0.08989073144269248,17.94001362940742,107
4,5,1450,58,0.04204451319860433,17.801941677460682,46
4,6,1655,66,0.09420060987267122,18.092200130935044,19
4,7,1355,69,0.1289435364330238,18.193644066277585,5
4,8,1200,51,0.10013514278563353,17.956275654997736,119
4,9,1080,44,0.07044706218525779,17.975120800053467,58
4,10,1155,50,0.07425204490514024,18.280627051229832,26
4,11,1320,71,0.11048981897534091,18.14880671948413,26
4,12,1400,54,0.07393765783736997,17.82600185688461,98
4,13,795,30,0.04887567498166387,17.884902807193825,12
4,14,930,36,0.08919000391143524,18.110118393783708,2
4,15,985,51,0.0757360806015768,18.31475853277569,12
4,16,1020,51,0.08426454575831994,18.7276205075914,53
4,17,1275,85,0.12084693285536285,18.643024496402024,23
4,18,635,30,0.09649680071610284,18.190128070155893,21
4,19,1205,58,0.232210295094252,18.138560223044248,55
4,20,765,33,0.09791051442174475,17.932869226099513,11
4,22,590,19,0.05316784501398186,17.64007441364033,19
5,2,2225,83,0.07274969501638306,22.255359587850403,60
5,3,1550,73,0.14375552252176954,22.64108290484716,205
5,4,1515,67,0.06466898898466023,22.389822578949268,4
5,5,1450,58,0.05680823263901559,22.217503506562988,53
5,6,1655,66,0.11736547835765401,22.579757148593576,25
5,7,1355,69,0.11499602160043626,22.706363056534844,22
5,8,1200,51,0.13573299663996263,22.410118208331884,54
5,9,1080,44,0.12224091569235211,22.43363766952007,48
5,10,1155,50,0.07847747678591978,22.8149211457704,154
5,11,1320,71,0.13230386179221326,22.65040433429783,24
5,12,1400,54,0.06213818878529717,22.24753152993285,2
5,13,795,30,0.081796836313427,22.321042166791738,19
5,14,930,36,0.13128541545567488,22.602119825366962,2
5,15,985,51,0.0615747306471859,22.85751853905865,11
5,16,1020,51,0.14044262061772042,23.372786060960955,30
5,17,1275,85,0.08157262338772747,23.267207006198582,3
5,18,635,30,0.056853374245219655,22.701974959012784,28
5,19,1205,58,0.25501584374049435,22.637616315175663,311
5,20,765,33,0.2111076584063622,22.380906090600885,233
5,22,590,19,0.05206049897468083,22.015486975631436,54
6,2,2225,83,0.0951001728861757,67.80434218969586,26
6,3,1550,73,0.11034784925036989,68.97950701563155,111
6,4,1515,67,0.05776797241048362,68.21400416906441,1
6,5,1450,58,0.06762555826453862,67.68900787305898,36
6,6,1655,66,0.075880980438452,68.7926687600803,13
6,7,1355,69,0.1176375360278109,69.17839293907642,54
6,8,1200,51,0.07791311165883548,68.27583789474212,43
6,9,1080,44,0.05655308511617019,68.34749351496367,1
6,10,1155,50,0.055683202790839506,69.50913168993468,17
6,11,1320,71,0.07766410541712704,69.00790616998697,4
6,12,1400,54,0.07404201307146552,67.7804928191374,27
6,13,795,30,0.05225470507956702,68.00445416905346,32
6,14,930,36,0.19639007494668487,68.86080006041877,22
6,15,985,51,0.06290680665551733,69.638911135623,114
6,16,1020,51,0.13942373922268558,71.20875210972137,154
6,17,1275,85,0.10051305446427226,70.88708944105433,8
6,18,635,30,0.07453060750046366,69.16502393172459,45
6,19,1205,58,0.2082840158111744,68.96894552228028,42
6,20,765,33,0.1986232813491212,68.18683872944445,47
6,22,590,19,0.05006610032848056,67.07353374705403,11
7,2,2225,83,0.09757614978477945,14.150902172845512,204
7,3,1550,73,0.12981514547125061,14.396161428399683,177
7,4,1515,67,0.1025155575496788,14.23639944937332,11
7,5,1450,58,0.047969958378142954,14.126831669700826,93
7,6,1655,66,0.09823250924873192,14.357167909827465,53
7,7,1355,69,0.14163681491540894,14.437669319418674,101
7,8,1200,51,0.12533512752978543,14.249304271908136,58
7,9,1080,44,0.10586137134309775,14.264258943528619,143
7,10,1155,50,0.06148600734198283,14.506695159903497,17
7,11,1320,71,0.13595527028693447,14.402088388858212,8
7,12,1400,54,0.07060649579389741,14.145924761388402,2
7,13,795,30,0.0816569389382786,14.192665944191917,23
7,14,930,36,0.17492724628846024,14.371387048821559,14
7,15,985,51,0.056795942712147524,14.533780390445866,69
7,16,1020,51,0.1400667775873463,14.861409349506346,86
7,17,1275,85,0.16568636030003847,14.794277705573732,27
7,18,635,30,0.09530019172128293,14.434879180777488,50
7,19,1205,58,0.2576996976664631,14.393957223559896,43
7,20,765,33,0.09996521150073978,14.230729967653861,3
7,22,590,19,0.03979551151588866,13.998380985485836,9
8,2,2225,83,0.08887604531192098,9.130358748393503,19
8,3,1550,73,0.14406060966737821,9.288603428642269,7
8,4,1515,67,0.10274393060277087,9.18552277943369,26
8,5,1450,58,0.05989977403430574,9.114828125237402,36
8,6,1655,66,0.0862246894612258,9.26344426853517,116
8,7,1355,69,0.12905674994985153,9.315384896796282,66
8,8,1200,51,0.10924323945711839,9.193849150281855,9
8,9,1080,44,0.09271638226271041,9.203498112248495,9
8,10,1155,50,0.07900113718667709,9.359921328384734,56
8,11,1320,71,0.14824389957879358,9.29242758590185,17
8,12,1400,54,0.07828223195682038,9.127147253346283,5
8,13,795,30,0.07954579466667255,9.157305314090937,24
8,14,930,36,0.22267464973084608,9.272618654628975,12
8,15,985,51,0.05377636140008603,9.377397095555912,127
8,16,1020,51,0.18354926417887912,9.588787853264995,197
8,17,1275,85,0.18810702987426825,9.5454735836172,54
8,18,635,30,0.11391481571541692,9.313584660568186,32
8,19,1205,58,0.2617593337110422,9.28718124504603,116
8,20,765,33,0.1972885173249237,9.181864751034945,151
8,22,590,19,0.06314435280697198,9.031949958599379,50
9,2,2225,83,0.07987017662238943,7.256556299124394,83
9,3,1550,73,0.15261537752931106,7.382324788940213,118
9,4,1515,67,0.10176345560287721,7.300399143415719,59
9,5,1450,58,0.04980792204443699,7.244212989907484,24
9,6,1655,66,0.1016304705609509,7.362328985184094,34
9,7,1355,69,0.09007253525011327,7.40360995820774,6
9,8,1200,51,0.12843913975469873,7.30701671239544,163
9,9,1080,44,0.07313802588775298,7.314685440171482,6
9,10,1155,50,0.06993373454295339,7.439006280749894,148
9,11,1320,71,0.18965118841150097,7.385364123233155,291
9,12,1400,54,0.06533646486408812,7.254003891792249,10
9,13,795,30,0.1023691053118422,7.27797268334762,144
9,14,930,36,0.23318641408727023,7.369620533198164,9
9,15,985,51,0.06103385662792517,7.452895536565867,53
9,16,1020,51,0.06737891127362011,7.6209030570480625,1
9,17,1275,85,0.11853889000098691,7.586478074972744,6
9,18,635,30,0.07442906652865677,7.402179180305043,66
9,19,1205,58,0.25701906201503955,7.38119447680044,19
9,20,765,33,0.12398278465842735,7.297491843740999,7
9,22,590,19,0.06998498989774317,7.17834371809132,9
10,2,2225,83,0.06557457575189263,35.64698236778744,18
10,3,1550,73,0.0746339072902133,36.26480533423072,54
10,4,1515,67,0.09951870110332538,35.86235520208834,16
10,5,1450,58,0.05226486878963739,35.58634730786674,28
10,6,1655,66,0.0810867997813507,36.16657829174087,28
10,7,1355,69,0.06973565346373904,36.3693662336847,12
11,2,2225,83,0.08061306420679715,12.506257330009381,148
11,3,1550,73,0.15120003827248035,12.723012087060338,226
11,4,1515,67,0.0701281159721814,12.58181794997632,5
11,5,1450,58,0.05211096457245568,12.48498434665374,88
11,6,1655,66,0.09262937886733558,12.688550469595237,43
11,7,1355,69,0.1274160191493269,12.759695851810378,19
11,8,1200,51,0.1345327646804006,12.593222949420682,170
11,9,1080,44,0.0980530477469228,12.606439560579965,6
11,10,1155,50,0.08713788081842685,12.820699377449888,117
11,11,1320,71,0.16437074717706351,12.728250204868925,7
