trial,chromosome,n_val,n_pos_val,auprc,scale_pos_weight,best_n_estimators
0,2,2225,83,0.06028566571184718,58.101898682883956,37
0,3,1550,73,0.09251664018719749,59.108903624561286,4
0,4,1515,67,0.10059224992609289,58.452940195135625,5
0,5,1450,58,0.05860569070672289,58.00306809824163,50
0,6,1655,66,0.06634197617366641,58.94880093727682,18
0,7,1355,69,0.07762510055965728,59.27933002204946,4
0,8,1200,51,0.0815558165024021,58.50592584101743,5
0,9,1080,44,0.11175788235455038,58.56732792017225,146
0,10,1155,50,0.06341933308695615,59.56274180324642,60
0,11,1320,71,0.12169086340684726,59.13323900981465,26
0,12,1400,54,0.05716438000594204,58.08146203137922,116
0,13,795,30,0.047376286575558584,58.27337569415468,4
0,14,930,36,0.15259906674159396,59.007183008123015,14
0,15,985,51,0.06595637294362391,59.67395049521202,58
0,16,1020,51,0.0960399764307073,61.01915551128789,25
0,17,1275,85,0.18945875456267183,60.743521072822695,66
0,18,635,30,0.06776578425849483,59.26787404909019,22
0,19,1205,58,0.14490539300435612,59.09985342516669,6
0,20,765,33,0.12690907990969177,58.42966198655041,41
0,22,590,19,0.05994811326400784,57.47566507129344,19
1,2,2225,83,0.08087916188975779,8.750872461376723,25
1,3,1550,73,0.13299366035568794,8.902539997418716,43
1,4,1515,67,0.09602436247916595,8.803743702627022,3
1,5,1450,58,0.0686341616285753,8.735987339528837,34
1,6,1655,66,0.10551556823784211,8.878426530752215,18
1,7,1355,69,0.12943036865031163,8.92820834393198,6
1,8,1200,51,0.08295738658459356,8.811724003441734,3
1,9,1080,44,0.11044394720509938,8.820971924348413,68
1,10,1155,50,0.06698240963189458,8.97089370202746,23
1,11,1320,71,0.11946309358601763,8.906205210733223,12
1,12,1400,54,0.061081467143088194,8.747794446115437,3
1,13,795,30,0.07508291919569593,8.776699043462761,28
1,14,930,36,0.12956191767239372,8.887219600644725,82
1,15,985,51,0.054718029550542446,8.987643121616982,31
1,16,1020,51,0.12632424670478268,9.190247817796246,36
1,17,1275,85,0.13900307773603024,9.148733824765884,13
1,18,635,30,0.10088269882518604,8.926482931156148,59
1,19,1205,58,0.26896614647229516,8.901176924224078,33
1,20,765,33,0.16153544335731013,8.800237713337923,6
1,22,590,19,0.1200338493238658,8.656553848899602,26
2,2,2225,83,0.06344151403426776,14.532955223517225,8
2,3,1550,73,0.11731873990460401,14.784836109667483,30
2,4,1515,67,0.12054458105721313,14.620760797772101,12
2,5,1450,58,0.07648980344978143,14.508234853032258,10
2,6,1655,66,0.10124061470448606,14.74478982480906,78
2,7,1355,69,0.14196572015491266,14.827464651242675,49
2,8,1200,51,0.14013894540445304,14.634014031083671,25
2,9,1080,44,0.10401237996654078,14.64937245631962,28
2,10,1155,50,0.06118991171244615,14.898354085483591,85
2,11,1320,71,0.15680416884536505,14.790923089133756,16
2,12,1400,54,0.05133088077980684,14.527843429445605,1
2,13,795,30,0.07987122683465177,14.575846553803375,76
2,14,930,36,0.17304050472409135,14.75939285914525,111
2,15,985,51,0.06855043117225582,14.926170576466493,186
2,16,1020,51,0.11878104787084523,15.262645024087954,19
2,17,1275,85,0.18696064791543648,15.193700926853932,32
2,18,635,30,0.06797538268892257,14.824599183059481,58
2,19,1205,58,0.18775877436511235,14.782572394616045,14
2,20,765,33,0.16138764419884077,14.61493824858315,100
2,22,590,19,0.0705737698678906,14.37631619376057,75
3,2,2225,83,0.061010380399219966,8.4438755520801,31
3,3,1550,73,0.11251893862672348,8.590222308392866,36
3,4,1515,67,0.08857588268860303,8.49489197168534,24
3,5,1450,58,0.08507188801783193,8.42951262803843,84
3,6,1655,66,0.08907679442544376,8.566954787061729,100
3,7,1355,69,0.1546954818881353,8.61499016148892,34
3,8,1200,51,0.15536659902977162,8.502592308679736,114
3,9,1080,44,0.1423967191043828,8.51151579529163,118
3,10,1155,50,0.08696814809697131,8.656178037697266,50
